hotel,lead_time,children,country,category
City Hotel,9,0.0,ESP,short
Resort Hotel,11,0.0,PRT,short
Resort Hotel,31,0.0,AUT,short
City Hotel,8,0.0,PRT,short
City Hotel,37,0.0,PRT,short
City Hotel,113,0.0,GBR,long
City Hotel,75,0.0,PRT,long
Resort Hotel,2,0.0,PRT,short
City Hotel,178,0.0,PRT,long
City Hotel,444,0.0,PRT,long
Resort Hotel,234,0.0,GBR,long
City Hotel,185,0.0,DEU,long
Resort Hotel,48,0.0,PRT,short
Resort Hotel,143,0.0,CN,long
Resort Hotel,93,2.0,PRT,long
Resort Hotel,143,0.0,PRT,long
City Hotel,71,0.0,PRT,long
City Hotel,12,1.0,ESP,short
City Hotel,125,0.0,GBR,long
Resort Hotel,11,0.0,PRT,short
Resort Hotel,3,0.0,ESP,short
Resort Hotel,177,0.0,PRT,long
Resort Hotel,90,0.0,PRT,long
Resort Hotel,82,0.0,PRT,long
City Hotel,156,0.0,BRA,long
City Hotel,28,0.0,USA,short
City Hotel,419,0.0,PRT,long
City Hotel,33,0.0,ROU,short
Resort Hotel,31,0.0,PRT,short
City Hotel,55,0.0,PRT,long
City Hotel,28,0.0,LUX,short
City Hotel,15,0.0,FRA,short
Resort Hotel,210,0.0,GBR,long
City Hotel,172,2.0,IRL,long
City Hotel,1,0.0,PRT,short
City Hotel,3,0.0,PRT,short
Resort Hotel,259,0.0,GBR,long
Resort Hotel,14,0.0,FRA,short
Resort Hotel,13,1.0,ESP,short
City Hotel,129,0.0,DEU,long
City Hotel,587,0.0,PRT,long
City Hotel,364,0.0,PRT,long
City Hotel,364,0.0,PRT,long
City Hotel,62,0.0,PRT,long
City Hotel,102,0.0,ITA,long
Resort Hotel,9,0.0,GBR,short
City Hotel,0,0.0,PRT,short
City Hotel,131,0.0,DEU,long
Resort Hotel,4,1.0,PRT,short
City Hotel,59,0.0,PRT,long
City Hotel,161,0.0,IRL,long
City Hotel,215,0.0,PRT,long
Resort Hotel,2,0.0,GBR,short
City Hotel,153,0.0,PRT,long
City Hotel,146,0.0,PRT,long
City Hotel,204,0.0,PRT,long
City Hotel,219,0.0,DEU,long
City Hotel,3,0.0,PRT,short
Resort Hotel,47,0.0,PRT,short
Resort Hotel,47,0.0,DEU,short
Resort Hotel,30,0.0,GBR,short
Resort Hotel,145,0.0,IRL,long
City Hotel,3,0.0,PRT,short
Resort Hotel,101,0.0,GBR,long
Resort Hotel,69,0.0,ESP,long
City Hotel,5,0.0,PRT,short
Resort Hotel,1,2.0,CHE,short
City Hotel,41,0.0,PRT,short
City Hotel,32,0.0,BRA,short
City Hotel,87,0.0,PRT,long
City Hotel,245,0.0,PRT,long
Resort Hotel,38,0.0,PRT,short
Resort Hotel,317,0.0,GBR,long
City Hotel,134,0.0,PRT,long
Resort Hotel,86,0.0,GBR,long
City Hotel,122,0.0,PRT,long
City Hotel,239,0.0,PRT,long
City Hotel,109,0.0,PRT,long
City Hotel,128,0.0,SWE,long
City Hotel,164,0.0,PRT,long
City Hotel,68,0.0,ESP,long
City Hotel,21,1.0,USA,short
Resort Hotel,0,0.0,PRT,short
City Hotel,169,0.0,PRT,long
City Hotel,224,0.0,GBR,long
Resort Hotel,151,2.0,ROU,long
City Hotel,40,0.0,FRA,short
City Hotel,149,1.0,BEL,long
Resort Hotel,12,0.0,IRL,short
City Hotel,266,0.0,ESP,long
City Hotel,55,0.0,ITA,long
City Hotel,1,0.0,PRT,short
City Hotel,63,0.0,BEL,long
City Hotel,12,0.0,PRT,short
City Hotel,2,0.0,ESP,short
Resort Hotel,0,0.0,,short
City Hotel,101,0.0,ITA,long
City Hotel,8,0.0,RUS,short
City Hotel,262,0.0,PRT,long
Resort Hotel,41,0.0,PRT,short
Resort Hotel,152,0.0,IRL,long
Resort Hotel,49,0.0,IRL,short
City Hotel,126,0.0,FRA,long
Resort Hotel,123,0.0,ESP,long
Resort Hotel,131,0.0,PRT,long
City Hotel,65,0.0,DNK,long
City Hotel,1,0.0,FRA,short
City Hotel,261,1.0,FRA,long
Resort Hotel,75,0.0,DEU,long
City Hotel,82,0.0,ITA,long
City Hotel,16,0.0,ITA,short
City Hotel,64,0.0,ZAF,long
City Hotel,109,0.0,CN,long
City Hotel,24,0.0,PRT,short
City Hotel,41,0.0,CHN,short
City Hotel,33,0.0,GBR,short
City Hotel,80,0.0,PRT,long
Resort Hotel,160,0.0,PRT,long
City Hotel,183,0.0,FRA,long
City Hotel,35,0.0,PRT,short
Resort Hotel,16,0.0,FRA,short
City Hotel,468,0.0,ZAF,long
City Hotel,277,0.0,PRT,long
City Hotel,133,0.0,PRT,long
Resort Hotel,152,0.0,PRT,long
Resort Hotel,5,1.0,SWE,short
Resort Hotel,3,0.0,GBR,short
Resort Hotel,154,0.0,GBR,long
City Hotel,114,0.0,AUT,long
Resort Hotel,72,0.0,PRT,long
Resort Hotel,80,0.0,ESP,long
Resort Hotel,227,0.0,GBR,long
City Hotel,12,0.0,TUR,short
City Hotel,45,0.0,PRT,short
Resort Hotel,4,0.0,FRA,short
City Hotel,81,0.0,BRA,long
City Hotel,13,0.0,PRT,short
City Hotel,126,0.0,AUT,long
Resort Hotel,336,0.0,GBR,long
City Hotel,72,0.0,PRT,long
City Hotel,260,1.0,FRA,long
City Hotel,270,0.0,GBR,long
City Hotel,14,2.0,GBR,short
City Hotel,350,0.0,PRT,long
City Hotel,88,0.0,POL,long
Resort Hotel,158,0.0,PRT,long
City Hotel,49,0.0,USA,short
Resort Hotel,14,0.0,PRT,short
City Hotel,328,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
Resort Hotel,141,0.0,ESP,long
Resort Hotel,100,0.0,PRT,long
City Hotel,40,0.0,PRT,short
City Hotel,12,0.0,GBR,short
City Hotel,412,0.0,PRT,long
City Hotel,4,0.0,PRT,short
City Hotel,335,0.0,PRT,long
City Hotel,132,0.0,ESP,long
City Hotel,142,0.0,GBR,long
Resort Hotel,40,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,268,0.0,GBR,long
City Hotel,372,0.0,PRT,long
City Hotel,68,0.0,PRT,long
City Hotel,44,0.0,PRT,short
City Hotel,27,0.0,NLD,short
City Hotel,14,0.0,FRA,short
City Hotel,278,0.0,SGP,long
City Hotel,305,1.0,NLD,long
City Hotel,71,0.0,PRT,long
City Hotel,112,0.0,PRT,long
City Hotel,414,0.0,PRT,long
City Hotel,73,0.0,FRA,long
City Hotel,199,1.0,ITA,long
City Hotel,102,1.0,BEL,long
Resort Hotel,144,0.0,FRA,long
City Hotel,22,2.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,90,0.0,BEL,long
Resort Hotel,11,1.0,PRT,short
Resort Hotel,259,0.0,GBR,long
City Hotel,74,0.0,PRT,long
City Hotel,49,0.0,ITA,short
Resort Hotel,92,0.0,PRT,long
Resort Hotel,61,0.0,FRA,long
City Hotel,27,0.0,PRT,short
City Hotel,193,0.0,ESP,long
City Hotel,159,0.0,CN,long
City Hotel,23,1.0,ITA,short
Resort Hotel,24,0.0,ESP,short
City Hotel,31,0.0,ESP,short
Resort Hotel,386,0.0,GBR,long
City Hotel,111,0.0,BRA,long
City Hotel,292,0.0,PRT,long
City Hotel,228,0.0,GBR,long
City Hotel,112,0.0,FRA,long
City Hotel,204,0.0,FRA,long
City Hotel,298,0.0,NZL,long
City Hotel,281,0.0,PRT,long
City Hotel,59,0.0,AUT,long
Resort Hotel,3,0.0,PRT,short
City Hotel,59,0.0,PRT,long
City Hotel,34,2.0,CHL,short
City Hotel,75,0.0,PRT,long
City Hotel,158,0.0,HUN,long
City Hotel,274,0.0,GBR,long
Resort Hotel,4,0.0,ESP,short
City Hotel,72,0.0,GBR,long
City Hotel,57,0.0,DEU,long
City Hotel,23,0.0,PRT,short
City Hotel,66,0.0,PRT,long
City Hotel,203,0.0,PRT,long
Resort Hotel,36,0.0,ESP,short
City Hotel,161,0.0,GBR,long
City Hotel,56,0.0,PRT,long
City Hotel,111,0.0,USA,long
Resort Hotel,47,2.0,ESP,short
Resort Hotel,206,0.0,PRT,long
City Hotel,204,0.0,BRA,long
City Hotel,140,0.0,FRA,long
City Hotel,16,0.0,GBR,short
City Hotel,12,0.0,PRT,short
City Hotel,87,0.0,SWE,long
City Hotel,4,0.0,PRT,short
Resort Hotel,3,0.0,PRT,short
City Hotel,6,0.0,BEL,short
Resort Hotel,4,0.0,PRT,short
City Hotel,24,0.0,AUT,short
Resort Hotel,73,0.0,GBR,long
City Hotel,107,0.0,DEU,long
City Hotel,107,0.0,PRT,long
City Hotel,30,0.0,PRT,short
City Hotel,2,0.0,GBR,short
Resort Hotel,78,0.0,ESP,long
Resort Hotel,0,0.0,ESP,short
Resort Hotel,143,0.0,IRL,long
City Hotel,358,0.0,PRT,long
City Hotel,317,0.0,BEL,long
Resort Hotel,168,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,365,0.0,PRT,long
City Hotel,188,0.0,TUN,long
City Hotel,97,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,0,0.0,FRA,short
Resort Hotel,117,0.0,SWE,long
Resort Hotel,1,0.0,PRT,short
City Hotel,63,0.0,GBR,long
City Hotel,201,0.0,GBR,long
Resort Hotel,1,0.0,GBR,short
City Hotel,12,0.0,PRT,short
City Hotel,229,0.0,PRT,long
Resort Hotel,226,0.0,GBR,long
City Hotel,2,1.0,GBR,short
City Hotel,72,0.0,PRT,long
City Hotel,204,0.0,PRT,long
Resort Hotel,13,0.0,ROU,short
City Hotel,256,0.0,USA,long
Resort Hotel,19,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,2,0.0,PRT,short
Resort Hotel,3,0.0,PRT,short
City Hotel,44,0.0,PRT,short
Resort Hotel,107,0.0,ESP,long
City Hotel,34,0.0,ESP,short
Resort Hotel,269,0.0,GBR,long
City Hotel,181,0.0,FRA,long
City Hotel,409,0.0,AUS,long
City Hotel,269,0.0,PRT,long
City Hotel,5,0.0,PRT,short
Resort Hotel,12,0.0,ESP,short
Resort Hotel,85,0.0,ESP,long
Resort Hotel,208,0.0,ESP,long
City Hotel,79,0.0,DEU,long
City Hotel,77,0.0,PRT,long
City Hotel,216,0.0,PRT,long
City Hotel,8,0.0,FRA,short
City Hotel,140,0.0,PRT,long
Resort Hotel,9,0.0,GBR,short
City Hotel,198,0.0,PRT,long
Resort Hotel,74,0.0,PRT,long
Resort Hotel,2,0.0,PRT,short
Resort Hotel,186,0.0,CN,long
Resort Hotel,37,1.0,AND,short
Resort Hotel,19,0.0,ESP,short
City Hotel,19,0.0,GBR,short
City Hotel,104,0.0,ESP,long
City Hotel,17,0.0,DEU,short
City Hotel,6,0.0,PRT,short
Resort Hotel,10,0.0,PRT,short
Resort Hotel,203,0.0,ITA,long
City Hotel,75,0.0,NLD,long
City Hotel,131,0.0,DEU,long
City Hotel,6,0.0,CHE,short
Resort Hotel,292,0.0,FRA,long
City Hotel,13,0.0,PRT,short
Resort Hotel,107,0.0,ESP,long
Resort Hotel,31,0.0,ESP,short
City Hotel,186,0.0,PRT,long
Resort Hotel,100,0.0,ESP,long
Resort Hotel,152,0.0,IRL,long
City Hotel,42,0.0,ITA,short
City Hotel,54,0.0,FRA,long
Resort Hotel,214,0.0,PRT,long
City Hotel,95,0.0,HUN,long
City Hotel,42,0.0,PRT,short
Resort Hotel,5,0.0,BRA,short
City Hotel,11,0.0,NLD,short
Resort Hotel,37,0.0,ESP,short
City Hotel,118,0.0,SVN,long
City Hotel,87,0.0,FRA,long
City Hotel,94,0.0,PRT,long
Resort Hotel,1,0.0,CHN,short
City Hotel,189,0.0,BEL,long
City Hotel,45,0.0,PRT,short
Resort Hotel,326,0.0,FRA,long
Resort Hotel,4,0.0,PRT,short
Resort Hotel,20,1.0,PRT,short
City Hotel,4,0.0,ESP,short
City Hotel,86,0.0,PRT,long
City Hotel,158,0.0,PRT,long
Resort Hotel,172,0.0,ITA,long
Resort Hotel,15,0.0,PRT,short
City Hotel,153,0.0,FIN,long
City Hotel,59,0.0,AUT,long
Resort Hotel,219,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,36,0.0,CN,short
Resort Hotel,156,0.0,GBR,long
Resort Hotel,292,0.0,ISR,long
Resort Hotel,61,0.0,ITA,long
Resort Hotel,0,0.0,PRT,short
City Hotel,15,0.0,FRA,short
City Hotel,122,0.0,IRL,long
City Hotel,31,0.0,ITA,short
City Hotel,240,0.0,PRT,long
Resort Hotel,152,0.0,PRT,long
City Hotel,0,0.0,AGO,short
Resort Hotel,169,0.0,NLD,long
City Hotel,277,0.0,PRT,long
Resort Hotel,172,0.0,PRT,long
City Hotel,63,0.0,BEL,long
Resort Hotel,21,0.0,PRT,short
Resort Hotel,10,1.0,PRT,short
City Hotel,17,0.0,SWE,short
Resort Hotel,0,0.0,PRT,short
City Hotel,448,0.0,PRT,long
City Hotel,134,0.0,PRT,long
City Hotel,57,0.0,ESP,long
Resort Hotel,101,0.0,GBR,long
City Hotel,55,0.0,CHN,long
Resort Hotel,4,0.0,PRT,short
Resort Hotel,121,0.0,DNK,long
City Hotel,137,0.0,PRT,long
Resort Hotel,40,1.0,FRA,short
City Hotel,75,0.0,PRT,long
City Hotel,95,0.0,ESP,long
City Hotel,88,0.0,BRA,long
Resort Hotel,127,0.0,IRL,long
Resort Hotel,8,1.0,PRT,short
City Hotel,86,2.0,GBR,long
City Hotel,14,0.0,PRT,short
City Hotel,38,1.0,ITA,short
City Hotel,247,0.0,AUT,long
Resort Hotel,125,0.0,HUN,long
City Hotel,102,0.0,ISR,long
City Hotel,38,0.0,FRA,short
City Hotel,179,0.0,PRT,long
City Hotel,72,0.0,PRT,long
City Hotel,28,0.0,ESP,short
Resort Hotel,16,0.0,PRT,short
City Hotel,105,1.0,BEL,long
Resort Hotel,96,0.0,PRT,long
City Hotel,144,0.0,IRL,long
Resort Hotel,60,0.0,GBR,long
City Hotel,189,0.0,ESP,long
City Hotel,17,0.0,PRT,short
City Hotel,198,0.0,PRT,long
City Hotel,7,0.0,FRA,short
City Hotel,70,0.0,PRT,long
City Hotel,15,0.0,PRT,short
City Hotel,221,0.0,FRA,long
City Hotel,210,0.0,PRT,long
Resort Hotel,7,0.0,PRT,short
Resort Hotel,155,0.0,NLD,long
Resort Hotel,108,0.0,GBR,long
Resort Hotel,135,0.0,GBR,long
Resort Hotel,1,0.0,ESP,short
City Hotel,479,0.0,GBR,long
Resort Hotel,24,0.0,PRT,short
City Hotel,396,0.0,PRT,long
City Hotel,11,0.0,BRA,short
City Hotel,37,0.0,ESP,short
Resort Hotel,90,0.0,PRT,long
Resort Hotel,274,0.0,GBR,long
City Hotel,34,0.0,HUN,short
City Hotel,5,0.0,GBR,short
City Hotel,28,0.0,USA,short
City Hotel,11,0.0,CHE,short
City Hotel,221,1.0,FRA,long
City Hotel,3,0.0,PRT,short
City Hotel,87,0.0,CHE,long
City Hotel,179,0.0,GBR,long
City Hotel,272,0.0,PRT,long
City Hotel,257,0.0,PRT,long
City Hotel,3,2.0,COL,short
City Hotel,150,0.0,PRT,long
City Hotel,157,0.0,NLD,long
City Hotel,6,0.0,PRT,short
City Hotel,53,0.0,PRT,long
Resort Hotel,7,0.0,PRT,short
Resort Hotel,29,0.0,FRA,short
City Hotel,46,0.0,ITA,short
City Hotel,97,0.0,IRL,long
City Hotel,33,0.0,PRT,short
City Hotel,28,2.0,FRA,short
City Hotel,145,0.0,PRT,long
City Hotel,36,0.0,FRA,short
Resort Hotel,86,0.0,PRT,long
City Hotel,29,0.0,GBR,short
City Hotel,83,0.0,ESP,long
Resort Hotel,155,0.0,PRT,long
City Hotel,55,0.0,PRT,long
Resort Hotel,78,0.0,ESP,long
City Hotel,206,0.0,GBR,long
City Hotel,1,0.0,PRT,short
City Hotel,216,0.0,ITA,long
Resort Hotel,201,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,203,0.0,RUS,long
Resort Hotel,57,0.0,PRT,long
Resort Hotel,7,0.0,,short
City Hotel,37,0.0,ESP,short
Resort Hotel,182,0.0,PRT,long
City Hotel,208,0.0,FRA,long
City Hotel,16,0.0,PRT,short
Resort Hotel,167,0.0,GBR,long
City Hotel,3,0.0,PRT,short
City Hotel,46,0.0,DEU,short
City Hotel,142,0.0,GBR,long
Resort Hotel,20,0.0,LVA,short
Resort Hotel,34,0.0,GBR,short
City Hotel,377,0.0,DEU,long
City Hotel,99,0.0,ISR,long
City Hotel,190,0.0,DEU,long
Resort Hotel,169,0.0,FRA,long
City Hotel,208,0.0,CN,long
City Hotel,65,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,33,0.0,ISR,short
Resort Hotel,45,0.0,PRT,short
City Hotel,3,1.0,PRT,short
City Hotel,106,0.0,CZE,long
City Hotel,168,0.0,PRT,long
City Hotel,230,0.0,GBR,long
City Hotel,133,0.0,ITA,long
City Hotel,39,0.0,FRA,short
City Hotel,38,0.0,ESP,short
City Hotel,0,0.0,CHN,short
Resort Hotel,124,0.0,PRT,long
Resort Hotel,224,0.0,GBR,long
City Hotel,68,0.0,PRT,long
City Hotel,129,0.0,ESP,long
Resort Hotel,0,0.0,PRT,short
City Hotel,173,0.0,GBR,long
City Hotel,82,0.0,FRA,long
City Hotel,99,0.0,PRT,long
Resort Hotel,117,1.0,HUN,long
City Hotel,103,0.0,PRT,long
City Hotel,58,0.0,NLD,long
City Hotel,10,0.0,PRT,short
City Hotel,7,0.0,AUS,short
Resort Hotel,43,2.0,ESP,short
City Hotel,165,0.0,IRL,long
Resort Hotel,0,1.0,FRA,short
City Hotel,2,0.0,PRT,short
City Hotel,33,0.0,MAR,short
Resort Hotel,66,0.0,PRT,long
City Hotel,79,0.0,GBR,long
City Hotel,165,0.0,CN,long
Resort Hotel,227,0.0,GBR,long
City Hotel,31,0.0,CHE,short
City Hotel,282,0.0,PRT,long
Resort Hotel,8,0.0,LUX,short
Resort Hotel,8,0.0,ESP,short
City Hotel,17,0.0,PRT,short
City Hotel,189,0.0,DNK,long
City Hotel,129,0.0,BEL,long
City Hotel,396,0.0,DEU,long
City Hotel,36,0.0,PRT,short
City Hotel,92,0.0,PRT,long
City Hotel,18,0.0,CHN,short
City Hotel,531,0.0,PRT,long
City Hotel,39,0.0,GBR,short
City Hotel,177,0.0,IRL,long
Resort Hotel,386,0.0,GBR,long
City Hotel,113,0.0,NLD,long
City Hotel,99,0.0,PRT,long
Resort Hotel,266,0.0,DEU,long
Resort Hotel,234,0.0,PRT,long
City Hotel,26,0.0,ESP,short
City Hotel,54,2.0,FRA,long
City Hotel,0,0.0,PRT,short
City Hotel,423,0.0,DEU,long
City Hotel,0,0.0,HRV,short
Resort Hotel,5,0.0,PRT,short
City Hotel,259,0.0,PRT,long
City Hotel,53,0.0,CHE,long
City Hotel,5,0.0,PRT,short
City Hotel,294,0.0,ITA,long
City Hotel,16,0.0,PRT,short
City Hotel,92,0.0,PRT,long
City Hotel,85,0.0,PRT,long
City Hotel,273,0.0,PRT,long
City Hotel,38,0.0,FRA,short
City Hotel,162,0.0,BRA,long
Resort Hotel,54,2.0,IRL,long
City Hotel,11,0.0,GBR,short
Resort Hotel,80,0.0,ESP,long
City Hotel,100,0.0,FRA,long
Resort Hotel,147,0.0,PRT,long
Resort Hotel,0,0.0,SWE,short
Resort Hotel,25,0.0,GBR,short
Resort Hotel,94,1.0,PRT,long
Resort Hotel,37,0.0,GBR,short
City Hotel,27,0.0,PRT,short
City Hotel,45,0.0,BEL,short
City Hotel,28,0.0,ITA,short
Resort Hotel,16,2.0,PRT,short
Resort Hotel,5,0.0,,short
City Hotel,313,0.0,PRT,long
Resort Hotel,146,0.0,IRL,long
City Hotel,84,0.0,NOR,long
City Hotel,207,0.0,BEL,long
City Hotel,57,0.0,PRT,long
City Hotel,290,0.0,PRT,long
Resort Hotel,305,0.0,IRL,long
City Hotel,247,0.0,DEU,long
City Hotel,192,0.0,SRB,long
City Hotel,197,0.0,BEL,long
Resort Hotel,0,0.0,,short
City Hotel,180,0.0,GBR,long
Resort Hotel,1,0.0,PRT,short
Resort Hotel,131,1.0,PRT,long
Resort Hotel,100,2.0,PRT,long
Resort Hotel,82,0.0,PRT,long
City Hotel,76,0.0,MEX,long
City Hotel,272,0.0,PRT,long
Resort Hotel,79,0.0,PRT,long
City Hotel,457,0.0,DEU,long
City Hotel,122,0.0,USA,long
Resort Hotel,91,0.0,PRT,long
City Hotel,10,0.0,FRA,short
City Hotel,54,0.0,PRT,long
City Hotel,183,0.0,PRT,long
City Hotel,157,0.0,PRT,long
City Hotel,43,0.0,ITA,short
City Hotel,105,1.0,PRT,long
City Hotel,317,0.0,DEU,long
Resort Hotel,165,0.0,PRT,long
Resort Hotel,272,0.0,IRL,long
Resort Hotel,147,0.0,LUX,long
Resort Hotel,41,2.0,PRT,short
City Hotel,429,0.0,FRA,long
Resort Hotel,0,0.0,PRT,short
City Hotel,91,0.0,BEL,long
Resort Hotel,36,1.0,PRT,short
Resort Hotel,49,0.0,PRT,short
City Hotel,59,0.0,PRT,long
Resort Hotel,31,0.0,PRT,short
City Hotel,127,0.0,FRA,long
City Hotel,36,0.0,ITA,short
City Hotel,94,0.0,POL,long
City Hotel,241,0.0,DEU,long
City Hotel,59,0.0,AUT,long
Resort Hotel,51,0.0,ESP,long
City Hotel,105,0.0,PRT,long
City Hotel,86,0.0,POL,long
City Hotel,235,0.0,ROU,long
City Hotel,130,0.0,PRT,long
City Hotel,56,0.0,PRT,long
Resort Hotel,171,0.0,DEU,long
City Hotel,224,0.0,SWE,long
Resort Hotel,1,0.0,BRA,short
Resort Hotel,123,0.0,PRT,long
Resort Hotel,36,0.0,PRT,short
City Hotel,229,0.0,PRT,long
City Hotel,265,0.0,DEU,long
Resort Hotel,1,0.0,NLD,short
City Hotel,96,0.0,PRT,long
City Hotel,19,0.0,ESP,short
City Hotel,141,0.0,BEL,long
City Hotel,13,0.0,BRA,short
Resort Hotel,35,2.0,EST,short
Resort Hotel,208,0.0,PRT,long
Resort Hotel,10,0.0,PRT,short
Resort Hotel,14,0.0,ESP,short
Resort Hotel,2,0.0,PRT,short
City Hotel,99,0.0,PRT,long
City Hotel,37,0.0,DEU,short
Resort Hotel,41,0.0,,short
City Hotel,23,0.0,BEL,short
Resort Hotel,28,0.0,DEU,short
City Hotel,0,0.0,PRT,short
City Hotel,0,0.0,PRT,short
City Hotel,13,1.0,FRA,short
City Hotel,372,0.0,FRA,long
City Hotel,41,0.0,FRA,short
Resort Hotel,56,0.0,MAR,long
City Hotel,0,0.0,FRA,short
City Hotel,152,0.0,PRT,long
Resort Hotel,17,0.0,PRT,short
Resort Hotel,53,0.0,PRT,long
City Hotel,5,0.0,PRT,short
City Hotel,55,0.0,PRT,long
City Hotel,10,0.0,SAU,short
City Hotel,154,0.0,USA,long
Resort Hotel,205,0.0,GBR,long
Resort Hotel,23,0.0,ESP,short
City Hotel,160,0.0,BEL,long
Resort Hotel,0,0.0,ESP,short
City Hotel,22,2.0,ITA,short
City Hotel,7,0.0,PRT,short
Resort Hotel,32,0.0,GBR,short
Resort Hotel,68,0.0,IRL,long
Resort Hotel,2,2.0,PRT,short
Resort Hotel,274,0.0,IRL,long
City Hotel,24,0.0,TWN,short
City Hotel,1,0.0,PRT,short
City Hotel,130,0.0,NLD,long
City Hotel,140,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,64,0.0,GBR,long
City Hotel,153,0.0,ESP,long
Resort Hotel,1,0.0,PRT,short
Resort Hotel,24,0.0,GBR,short
City Hotel,23,0.0,CHE,short
City Hotel,132,0.0,FRA,long
Resort Hotel,2,0.0,UKR,short
Resort Hotel,277,0.0,PRT,long
City Hotel,7,0.0,LUX,short
City Hotel,418,0.0,PRT,long
Resort Hotel,205,0.0,GBR,long
City Hotel,12,0.0,PRT,short
Resort Hotel,3,0.0,PRT,short
City Hotel,55,0.0,IRL,long
City Hotel,34,0.0,ESP,short
Resort Hotel,0,0.0,SWE,short
City Hotel,64,0.0,CHE,long
City Hotel,105,0.0,PRT,long
Resort Hotel,397,0.0,CN,long
Resort Hotel,84,0.0,PRT,long
City Hotel,186,0.0,PRT,long
City Hotel,80,0.0,NZL,long
City Hotel,141,0.0,DEU,long
City Hotel,34,0.0,PRT,short
City Hotel,124,0.0,NLD,long
City Hotel,44,0.0,FRA,short
Resort Hotel,96,0.0,GBR,long
City Hotel,140,0.0,PRT,long
City Hotel,210,0.0,PRT,long
City Hotel,67,0.0,PRT,long
City Hotel,99,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,17,0.0,FRA,short
City Hotel,260,0.0,DEU,long
City Hotel,166,0.0,ITA,long
Resort Hotel,4,0.0,PRT,short
City Hotel,116,0.0,ESP,long
City Hotel,53,0.0,CHE,long
Resort Hotel,78,0.0,ESP,long
City Hotel,121,0.0,PRT,long
City Hotel,338,0.0,PRT,long
City Hotel,166,0.0,PRT,long
City Hotel,368,0.0,PRT,long
Resort Hotel,123,0.0,SWE,long
City Hotel,0,0.0,PRT,short
City Hotel,112,0.0,FRA,long
City Hotel,69,0.0,PRT,long
City Hotel,0,0.0,FRA,short
City Hotel,13,1.0,PRT,short
City Hotel,111,0.0,PRT,long
Resort Hotel,121,0.0,GBR,long
City Hotel,86,0.0,FRA,long
City Hotel,12,0.0,RUS,short
City Hotel,350,0.0,PRT,long
Resort Hotel,245,0.0,CN,long
City Hotel,50,1.0,ISR,short
City Hotel,186,0.0,PRT,long
City Hotel,279,0.0,PRT,long
City Hotel,211,0.0,MYS,long
City Hotel,84,0.0,FRA,long
City Hotel,60,0.0,PRT,long
Resort Hotel,115,0.0,NZL,long
Resort Hotel,83,0.0,FRA,long
Resort Hotel,136,0.0,PRT,long
Resort Hotel,21,0.0,AUT,short
Resort Hotel,24,0.0,PRT,short
City Hotel,16,0.0,PRT,short
Resort Hotel,53,0.0,GBR,long
City Hotel,39,0.0,FRA,short
Resort Hotel,78,0.0,PRT,long
City Hotel,168,0.0,PRT,long
Resort Hotel,13,0.0,IRL,short
City Hotel,48,0.0,ESP,short
City Hotel,1,0.0,PRT,short
Resort Hotel,153,0.0,PRT,long
City Hotel,17,0.0,IRN,short
City Hotel,45,0.0,FRA,short
City Hotel,256,0.0,PRT,long
City Hotel,316,0.0,AUT,long
Resort Hotel,170,0.0,CN,long
Resort Hotel,52,0.0,PRT,long
City Hotel,276,0.0,PRT,long
City Hotel,147,0.0,FRA,long
Resort Hotel,306,0.0,FRA,long
City Hotel,48,0.0,PRT,short
City Hotel,3,2.0,PRT,short
City Hotel,68,0.0,USA,long
City Hotel,102,0.0,GBR,long
City Hotel,160,0.0,GBR,long
City Hotel,18,0.0,ESP,short
City Hotel,210,0.0,PRT,long
City Hotel,155,0.0,GBR,long
City Hotel,192,0.0,PRT,long
City Hotel,10,0.0,NLD,short
Resort Hotel,8,0.0,DEU,short
City Hotel,0,0.0,PRT,short
City Hotel,51,0.0,GBR,long
City Hotel,40,0.0,PRT,short
Resort Hotel,165,0.0,,long
City Hotel,335,0.0,FRA,long
City Hotel,175,0.0,FRA,long
City Hotel,146,0.0,PRT,long
City Hotel,101,1.0,PRT,long
City Hotel,91,0.0,FRA,long
City Hotel,173,1.0,PRT,long
City Hotel,45,1.0,CHE,short
City Hotel,0,0.0,PRT,short
City Hotel,173,2.0,ITA,long
City Hotel,65,0.0,ESP,long
City Hotel,259,0.0,AUT,long
Resort Hotel,2,0.0,,short
Resort Hotel,45,0.0,ESP,short
City Hotel,18,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,8,0.0,ITA,short
City Hotel,0,1.0,PRT,short
Resort Hotel,184,0.0,PRT,long
City Hotel,2,0.0,ITA,short
